FIPS,# Population
31031,5689.0
31033,8910.0
31035,6203.0
31037,10709.0
31039,8846.0
31041,10777.0
31043,20026.0
31045,8589.0
31047,23595.0
31049,1794.0
31051,5636.0
31053,36565.0
31055,571327.0
31057,1693.0
31059,5462.0
31061,2979.0
31063,2627.0
31065,4676.0
31067,21513.0
31069,1837.0
31071,1969.0
31073,1990.0
31075,623.0
31077,2356.0
31079,61353.0
31081,9324.0
31083,3380.0
31085,922.0
31087,2762.0
31089,10067.0
31091,682.0
31093,6445.0
31095,7046.0
31097,5071.0
31099,6495.0
31101,8034.0
31103,806.0
31105,3632.0
31107,8332.0
31109,319090.0
31111,34914.0
31113,748.0
31115,664.0
31117,494.0
31119,35099.0
31121,7755.0
31123,4642.0
31125,3519.0
31127,6972.0
31129,4148.0
31131,16012.0
31133,2613.0
31135,2891.0
31137,9034.0
31139,7148.0
31141,33470.0
31143,5213.0
31145,10724.0
31147,7865.0
31149,1357.0
31151,14224.0
31153,187196.0
31155,21578.0
31157,35618.0
31159,17284.0
31161,5246.0
31163,3001.0
31165,1166.0
31167,5920.0
31169,5003.0
31171,722.0
31173,7224.0
31175,4158.0
31177,20729.0
31179,9385.0
31181,3487.0
31183,783.0
31185,13679.0
32001,24909.0
32003,2266715.0
32005,48905.0
32007,52778.0
32009,873.0
32011,2029.0
32013,16831.0
32015,5532.0
32017,5183.0
32019,57510.0
32021,4505.0
32023,46523.0
32027,6725.0
32029,4123.0
32031,471519.0
32033,9580.0
32510,55916.0
33001,61303.0
33003,48910.0
33005,76085.0
33007,31563.0
33009,89886.0
33011,417025.0
33013,151391.0
33015,309769.0
33017,130633.0
33019,43146.0
34001,263670.0
34003,932202.0
34005,445349.0
34007,506471.0
34009,92039.0
34011,149527.0
34013,798975.0
34015,291636.0
34017,672391.0
34019,124371.0
34021,367430.0
34023,825062.0
34025,618795.0
34027,491845.0
34029,607186.0
34031,501826.0
34033,62385.0
34035,328934.0
34037,140488.0
34039,556341.0
34041,105267.0
35001,679121.0
35003,3527.0
35005,64615.0
35006,26675.0
35007,11941.0
35009,48954.0
35011,1748.0
35013,218195.0
35015,58460.0
35017,26998.0
35019,4300.0
35021,625.0
35023,4198.0
35025,71070.0
35027,19572.0
35028,19369.0
35029,23709.0
35031,71367.0
35033,4521.0
35035,67490.0
35037,8253.0
35039,38921.0
35041,18500.0
35043,146748.0
35045,123958.0
35047,27277.0
35049,150358.0
35051,10791.0
35053,16637.0
35055,32723.0
35057,15461.0
35059,4059.0
35061,76688.0
36001,305506.0
36003,46091.0
36005,1418207.0
36007,190488.0
36009,76117.0
36011,76576.0
36013,126903.0
36015,83456.0
36017,47207.0
36019,80485.0
36021,59461.0
36023,47581.0
36025,44135.0
36027,294218.0
36029,918702.0
36031,36885.0
36033,50022.0
36035,53383.0
36037,57280.0
36039,47188.0
36041,4416.0
36043,61319.0
36045,109834.0
36047,2559903.0
36049,26296.0
36051,62914.0
36053,70941.0
36055,741770.0
36057,49221.0
36059,1356924.0
36061,1628706.0
36063,209281.0
36065,228671.0
36067,460528.0
36069,109777.0
36071,384940.0
36073,40352.0
36075,117124.0
36077,59493.0
36079,98320.0
36081,2253858.0
36083,158714.0
36085,476143.0
36087,325789.0
36089,107740.0
36091,229863.0
36093,155299.0
36095,30999.0
36097,17807.0
36099,34016.0
36101,95379.0
36103,1476601.0
36105,75432.0
36107,48203.0
36109,102180.0
36111,177573.0
36113,63944.0
36115,61204.0
36117,89918.0
36119,967506.0
36121,39859.0
36123,24913.0
37001,169509.0
37003,37497.0
37005,11137.0
37007,24446.0
37009,27203.0
37011,17557.0
37013,46994.0
37015,18947.0
37017,32722.0
37019,142820.0
37021,261191.0
37023,90485.0
37025,216453.0
37027,82178.0
37029,10867.0
37031,69473.0
37033,22604.0
37035,159551.0
37037,74470.0
37039,28612.0
37041,13943.0
37043,11231.0
37045,97947.0
37047,55508.0
37049,102139.0
37051,335509.0
37053,27763.0
37055,37009.0
37057,167609.0
37059,42846.0
37061,58741.0
37063,321488.0
37065,51472.0
37067,382295.0
37069,69685.0
37071,224529.0
37073,11562.0
37075,8441.0
37077,60443.0
37079,21069.0
37081,537174.0
37083,50010.0
37085,135976.0
37087,62317.0
37089,117417.0
37091,23677.0
37093,55234.0
37095,4937.0
37097,181806.0
37099,43938.0
37101,209339.0
37103,9419.0
37105,61779.0
37107,55949.0
37109,86111.0
37111,45756.0
37113,35858.0
37115,21755.0
37117,22440.0
37119,1110356.0
37121,14964.0
37123,27173.0
37125,100880.0
37127,94298.0
37129,234473.0
37131,19483.0
37133,197938.0
37135,148476.0
37137,12726.0
37139,39824.0
37141,63060.0
37143,13463.0
37145,39490.0
37147,180742.0
37149,20724.0
37151,143667.0
37153,44829.0
37155,130625.0
37157,91010.0
37159,142088.0
37161,67029.0
37163,63531.0
37165,34823.0
37167,62806.0
37169,45591.0
37171,71783.0
37173,14271.0
37175,34385.0
37177,4016.0
37179,239859.0
37181,44535.0
37183,1111761.0
37185,19731.0
37187,11580.0
37189,56177.0
37191,123131.0
37193,68412.0
37195,81801.0
37197,37667.0
37199,18069.0
38001,2216.0
38003,10415.0
38005,6832.0
38007,928.0
38009,6282.0
38011,3024.0
38013,2115.0
38015,95626.0
38017,181923.0
38019,3762.0
38021,4872.0
38023,2264.0
38025,4424.0
38027,2287.0
38029,3241.0
38031,3210.0
38033,1761.0
38035,69451.0
38037,2274.0
38039,2231.0
38041,2499.0
38043,2480.0
38045,4046.0
38047,1850.0
38049,5745.0
38051,2497.0
38053,15024.0
38055,9450.0
38057,8187.0
38059,31364.0
38061,10545.0
38063,2879.0
38065,1959.0
38067,6801.0
38069,3975.0
38071,11519.0
38073,5218.0
38075,2327.0
38077,16177.0
38079,14176.0
38081,3898.0
38083,1315.0
38085,4230.0
38087,750.0
38089,31489.0
38091,1890.0
38093,20704.0
38095,2189.0
38097,8036.0
38099,10641.0
38101,67641.0
38103,3834.0
38105,37589.0
39001,27698.0
39003,102351.0
39005,53484.0
39007,97241.0
39009,65327.0
39011,45656.0
39013,67006.0
39015,43432.0
39017,383134.0
39019,26914.0
39021,38885.0
39023,134083.0
39025,206428.0
39027,41968.0
39029,101883.0
39031,36600.0
39033,41494.0
39035,1235072.0
39037,51113.0
39039,38087.0
39041,209177.0
39043,74266.0
39045,157574.0
39047,28525.0
39049,1316756.0
39051,42126.0
39053,29898.0
39055,93649.0
39057,168937.0
39059,38875.0
39061,817473.0
39063,75783.0
39065,31365.0
39067,15040.0
39069,27006.0
39071,43161.0
39073,28264.0
39075,43960.0
39077,58266.0
39079,32413.0
39081,65325.0
39083,62322.0
39085,230149.0
39087,59463.0
39089,176862.0
39091,45672.0
39093,309833.0
39095,428348.0
39097,44731.0
39099,228683.0
39101,65093.0
39103,179746.0
39105,22907.0
39107,41172.0
39109,106987.0
39111,13654.0
39113,531687.0
39115,14508.0
39117,35328.0
39119,86215.0
39121,14424.0
39123,40525.0
39125,18672.0
39127,36134.0
39129,58457.0
39131,27772.0
39133,162466.0
39135,40882.0
39137,33861.0
39139,121154.0
39141,76666.0
39143,58518.0
39145,75314.0
39147,55178.0
39149,48590.0
39151,370606.0
39153,541013.0
39155,197974.0
39157,91987.0
39159,58988.0
39161,28275.0
39163,13085.0
39165,234602.0
39167,59911.0
39169,115710.0
39171,36692.0
39173,130817.0
39175,21772.0
40001,22194.0
40003,5702.0
40005,13758.0
40007,5311.0
40009,21859.0
4001,71887.0
40011,9429.0
40013,47995.0
40015,28762.0
40017,148306.0
40019,48111.0
40021,48657.0
40023,14672.0
40025,2137.0
40027,284014.0
40029,5495.0
40031,120749.0
40033,5666.0
40035,14142.0
40037,71522.0
40039,29003.0
40041,43009.0
40043,4891.0
40045,3859.0
40047,61056.0
40049,27711.0
4005,143476.0
40051,55834.0
40053,4333.0
40055,5712.0
40057,2653.0
40059,3688.0
40061,12627.0
40063,13279.0
40065,24530.0
40067,6002.0
40069,11085.0
4007,54018.0
40071,43538.0
40073,15765.0
40075,8708.0
40077,10073.0
40079,49853.0
40081,34877.0
40083,48011.0
40085,10253.0
40087,40474.0
40089,32832.0
4009,38837.0
40091,19596.0
40093,7629.0
40095,16931.0
40097,41100.0
40099,14073.0
40101,67997.0
40103,11131.0
40105,10076.0
40107,11993.0
40109,797434.0
4011,9498.0
40111,38465.0
40113,46963.0
40115,31127.0
40117,16376.0
40119,81784.0
4012,21108.0
40121,43654.0
40123,38284.0
40125,72592.0
40127,11096.0
40129,3583.0
4013,4485414.0
40131,92459.0
40133,24258.0
40135,41569.0
40137,43143.0
40139,19983.0
40141,7250.0
40143,651552.0
40145,81289.0
40147,51527.0
40149,10916.0
40151,8793.0
40153,20211.0
4017,110924.0
4019,1047279.0
4021,462789.0
4023,46498.0
4025,235099.0
41001,16124.0
41003,93053.0
41005,418187.0
41007,40224.0
41009,52354.0
41011,64487.0
41013,24404.0
41015,22925.0
41017,197692.0
41019,110980.0
41021,1912.0
41023,7199.0
41025,7393.0
41027,23382.0
41029,220944.0
41031,24658.0
41033,87487.0
41035,68238.0
41037,7869.0
41039,382067.0
41041,49962.0
41043,129749.0
41045,30571.0
41047,347818.0
41049,11603.0
41051,812855.0
41053,86085.0
41055,1780.0
41057,27036.0
41059,77950.0
41061,26835.0
41063,7208.0
41065,26682.0
41067,601592.0
41069,1332.0
41071,107100.0
42001,103009.0
42003,1216045.0
42005,64735.0
42007,163929.0
42009,47888.0
42011,421164.0
42013,121829.0
42015,60323.0
42017,628270.0
42019,187853.0
42021,130192.0
42023,4447.0
42025,64182.0
42027,162385.0
42029,524989.0
42031,38438.0
42033,79255.0
42035,38632.0
42037,64964.0
42039,84629.0
42041,253370.0
42043,278299.0
42045,566747.0
42047,29910.0
42049,269728.0
42051,129274.0
42053,7247.0
42055,155027.0
42057,14530.0
42059,36233.0
42061,45144.0
42063,84073.0
42065,43425.0
42067,24763.0
42069,209674.0
42071,545724.0
42073,85512.0
42075,141793.0
42077,369318.0
42079,317417.0
42081,113299.0
42083,40625.0
42085,109424.0
42087,46138.0
42089,170271.0
42091,830915.0
42093,18230.0
42095,305285.0
42097,90843.0
42099,46272.0
42101,1584064.0
42103,55809.0
42105,16526.0
42107,141359.0
42109,40372.0
42111,73447.0
42113,6066.0
42115,40328.0
42117,40591.0
42119,44923.0
42121,50668.0
42123,39191.0
42125,206865.0
42127,51361.0
42129,348899.0
42131,26794.0
42133,449058.0
44001,48479.0
44003,164292.0
44005,82082.0
44007,638931.0
44009,125577.0
45001,24527.0
45003,170872.0
45005,8688.0
45007,202558.0
45009,14066.0
45011,20866.0
45013,192122.0
45015,227907.0
45017,14553.0
45019,411406.0
45021,57300.0
45023,32244.0
45025,45650.0
45027,33745.0
45029,37677.0
45031,66618.0
45033,30479.0
45035,162809.0
45037,27260.0
45039,22347.0
45041,138293.0
45043,62680.0
45045,523542.0
45047,70811.0
45049,19222.0
45051,354081.0
45053,30073.0
45055,66551.0
45057,98012.0
45059,67493.0
45061,16828.0
45063,298750.0
45065,9463.0
45067,30657.0
45069,26118.0
45071,38440.0
45073,79546.0
45075,86175.0
45077,126884.0
45079,415759.0
45081,20473.0
45083,319785.0
45085,106721.0
45087,27316.0
45089,30368.0
45091,280979.0
46003,2751.0
46005,18453.0
46007,3365.0
46009,6901.0
46011,35077.0
46013,38839.0
46015,5297.0
46017,1962.0
46019,10429.0
46021,1376.0
46023,9292.0
46025,3736.0
46027,14070.0
46029,28009.0
46031,4086.0
46033,8972.0
46035,19775.0
46037,5424.0
46039,4351.0
46041,5892.0
46043,2921.0
46045,3829.0
46047,6713.0
46049,2299.0
46051,7052.0
46053,4185.0
46055,1899.0
46057,6164.0
46059,3191.0
46061,3453.0
46063,1298.0
46065,17526.0
46067,7291.0
46069,1301.0
46071,3344.0
46073,2013.0
46075,903.0
46077,4939.0
46079,12797.0
46081,25844.0
46083,61128.0
46085,3781.0
46087,5586.0
46089,2379.0
46091,4935.0
46093,28332.0
46095,2061.0
46097,2216.0
46099,193134.0
46101,6576.0
46102,14177.0
46103,113775.0
46105,2865.0
46107,2153.0
46109,10394.0
46111,2344.0
46115,6376.0
46117,3098.0
46119,1391.0
46121,10177.0
46123,5441.0
46125,8384.0
46127,15932.0
46129,5435.0
46135,22814.0
46137,2756.0
47001,76978.0
47003,49713.0
47005,16160.0
47007,15064.0
47009,133088.0
47011,108110.0
47013,39842.0
47015,14678.0
47017,27767.0
47019,56391.0
47021,40667.0
47023,17297.0
47025,31959.0
47027,7615.0
47029,36004.0
47031,56520.0
47033,14230.0
47035,60520.0
47037,694144.0
47039,11663.0
47041,20490.0
47043,53948.0
47045,37159.0
47047,41133.0
47049,18523.0
47051,42208.0
47053,49133.0
47055,29464.0
47057,23320.0
47059,69069.0
47061,13427.0
47063,64934.0
47065,367804.0
47067,6620.0
47069,25050.0
47071,25652.0
47073,56786.0
47075,17304.0
47077,28117.0
47079,32345.0
47081,25178.0
47083,8201.0
47085,18582.0
47087,11786.0
47089,54495.0
47091,17788.0
47093,470313.0
47095,7016.0
47097,25633.0
47099,44142.0
47101,12268.0
47103,34366.0
47105,54068.0
47107,53794.0
47109,25694.0
47111,24602.0
47113,97984.0
47115,28907.0
47117,34375.0
47119,96387.0
47121,12422.0
47123,46545.0
47125,208993.0
47127,6488.0
47129,21403.0
47131,30069.0
47133,22241.0
47135,8076.0
47137,5048.0
47139,16832.0
47141,80245.0
47143,33167.0
47145,53382.0
47147,71813.0
47149,332285.0
47151,22068.0
47153,15026.0
47155,98250.0
47157,937166.0
47159,20157.0
47161,13715.0
47163,158348.0
47165,191283.0
47167,61599.0
47169,11284.0
47171,17883.0
47173,19972.0
47175,5872.0
47177,41277.0
47179,129375.0
47181,16673.0
47183,33328.0
47185,27345.0
47187,238412.0
47189,144657.0
48001,57735.0
48003,18705.0
48005,86715.0
48007,23510.0
48009,8553.0
48011,1887.0
48013,51153.0
48015,30032.0
48017,7000.0
48019,23112.0
48021,88723.0
48023,3509.0
48025,32565.0
48027,362924.0
48029,2003554.0
48031,11931.0
48033,654.0
48035,18685.0
48037,93245.0
48039,374264.0
48041,229211.0
48043,9203.0
48045,1546.0
48047,7093.0
48049,37864.0
48051,18443.0
48053,48155.0
48055,43664.0
48057,21290.0
48059,13943.0
48061,423163.0
48063,13094.0
48065,5926.0
48067,30026.0
48069,7530.0
48071,43837.0
48073,52646.0
48075,7306.0
48077,10471.0
48079,2853.0
48081,3387.0
48083,8175.0
48085,1034730.0
48087,2920.0
48089,21493.0
48091,156209.0
48093,13635.0
48095,2726.0
48097,41257.0
48099,75951.0
48101,1398.0
48103,4797.0
48105,3464.0
48107,5737.0
48109,2171.0
48111,7287.0
48113,2635516.0
48115,12728.0
48117,18546.0
48119,5331.0
48121,887207.0
48123,20160.0
48125,2211.0
48127,10124.0
48129,3278.0
48131,11157.0
48133,18360.0
48135,166223.0
48137,1932.0
48139,184826.0
48141,839238.0
48143,42698.0
48145,17297.0
48147,35514.0
48149,25346.0
48151,3830.0
48153,5712.0
48155,1155.0
48157,811688.0
48159,10725.0
48161,19717.0
48163,20306.0
48165,21492.0
48167,342139.0
48169,6229.0
48171,26988.0
48173,1409.0
48175,7658.0
48177,20837.0
48179,21886.0
48181,136212.0
48183,123945.0
48185,28880.0
48187,166847.0
48189,33406.0
48191,2964.0
48193,8461.0
48195,5399.0
48197,3933.0
48199,57602.0
48201,4713325.0
48203,66553.0
48205,5576.0
48207,5658.0
48209,230191.0
48211,3819.0
48213,82737.0
48215,868707.0
48217,36649.0
48219,23021.0
48221,61643.0
48223,37084.0
48225,22968.0
48227,36664.0
48229,4886.0
48231,98594.0
48233,20938.0
48235,1536.0
48237,8935.0
48239,14760.0
48241,35529.0
48243,2274.0
48245,251565.0
48247,5200.0
48249,40482.0
48251,175817.0
48253,20083.0
48255,15601.0
48257,136154.0
48259,47431.0
48261,404.0
48263,762.0
48265,52600.0
48267,4337.0
48269,272.0
48271,3667.0
48273,30680.0
48275,3664.0
48277,49859.0
48279,12893.0
48281,21428.0
48283,7520.0
48285,20154.0
48287,17239.0
48289,17404.0
48291,88219.0
48293,23437.0
48295,3233.0
48297,12207.0
48299,21795.0
48301,169.0
48303,310569.0
48305,5951.0
48307,7984.0
48309,256623.0
48311,743.0
48313,14284.0
48315,9854.0
48317,5771.0
48319,4274.0
48321,36643.0
48323,58722.0
48325,51584.0
48327,2138.0
48329,176832.0
48331,24823.0
48333,4873.0
48335,8545.0
48337,19818.0
48339,607391.0
48341,20940.0
48343,12388.0
48345,1200.0
48347,65204.0
48349,50113.0
48351,13595.0
48353,14714.0
48355,362294.0
48357,9836.0
48359,2112.0
48361,83396.0
48363,29189.0
48365,23194.0
48367,142878.0
48369,9605.0
48371,15823.0
48373,51353.0
48375,117415.0
48377,6704.0
48379,12514.0
48381,137713.0
48383,3849.0
48385,3452.0
48387,12023.0
48389,15976.0
48391,6948.0
48393,854.0
48395,17074.0
48397,104915.0
48399,10264.0
48401,54406.0
48403,10542.0
48405,8237.0
48407,28859.0
48409,66730.0
48411,6055.0
48413,2793.0
48415,16703.0
48417,3265.0
48419,25274.0
48421,3022.0
48423,232751.0
48425,9128.0
48427,64633.0
48429,9366.0
48431,1291.0
48433,1350.0
48435,3776.0
48437,7397.0
48439,2102515.0
48441,138034.0
48443,776.0
48445,12337.0
48447,1501.0
48449,32750.0
48451,119200.0
48453,1273954.0
48455,14651.0
48457,21672.0
48459,41753.0
48461,3657.0
48463,26741.0
48465,49025.0
48467,56590.0
48469,92084.0
48471,72971.0
48473,55246.0
48475,11998.0
48477,35882.0
48479,276652.0
48481,41556.0
48483,5056.0
48485,132230.0
48487,12769.0
48489,21358.0
48491,590551.0
48493,51070.0
48495,8010.0
48497,69984.0
48499,45539.0
48501,8713.0
48503,18010.0
48505,14179.0
48507,11840.0
49001,6710.0
49003,56046.0
49005,128289.0
49007,20463.0
49009,950.0
49011,355481.0
49013,19938.0
49015,10012.0
49017,5051.0
49019,9754.0
49021,54839.0
49023,12017.0
49025,7886.0
49027,13188.0
49029,12124.0
49031,1479.0
49033,2483.0
49035,1160437.0
49037,15308.0
49039,30939.0
49041,21620.0
49043,42145.0
49045,72259.0
49047,35734.0
49049,636235.0
49051,34091.0
49053,177556.0
49055,2711.0
49057,260213.0
50001,36777.0
50003,35470.0
50005,29993.0
50007,163774.0
50009,6163.0
5001,17486.0
50011,49402.0
50013,7235.0
50015,25362.0
50017,28892.0
50019,27037.0
50021,58191.0
50023,58409.0
50025,42222.0
50027,55062.0
5003,19657.0
5007,279141.0
5009,37432.0
5011,10763.0
5015,28380.0
5019,22320.0
5021,14551.0
5023,24919.0
5027,23457.0
5029,20846.0
5031,110332.0
5033,63257.0
5035,47955.0
5037,16419.0
5039,7009.0
5045,126007.0
5047,17715.0
5049,12477.0
5051,99386.0
5053,18265.0
5055,45325.0
5059,33771.0
5063,37825.0
5065,13629.0
5067,16719.0
5071,26578.0
5077,8857.0
5081,12259.0
5083,21466.0
5085,73309.0
5087,16576.0
5091,43257.0
5093,40651.0
5095,6701.0
5097,8986.0
5099,8252.0
51001,32316.0
51003,109330.0
51005,14860.0
51007,13145.0
51009,31605.0
51011,15911.0
51013,236842.0
51015,75558.0
51017,4147.0
51019,78997.0
51021,6280.0
51023,33419.0
51025,16231.0
51027,21004.0
51029,17148.0
5103,23382.0
51031,54885.0
51033,30725.0
51035,29791.0
51036,6963.0
51037,11880.0
51041,352802.0
51043,14619.0
51045,5131.0
51047,52605.0
51049,9932.0
5105,10455.0
51051,14318.0
51053,28544.0
51057,10953.0
51059,1147532.0
51061,71222.0
51063,15749.0
51065,27270.0
51067,56042.0
51069,89313.0
51071,16720.0
51073,37348.0
51075,23753.0
51077,15550.0
51079,19819.0
51081,11336.0
51083,33911.0
51085,107766.0
51087,330818.0
51089,50557.0
5109,10718.0
51091,2190.0
51093,37109.0
51095,76523.0
51097,7025.0
51099,26836.0
51101,17148.0
51103,10603.0
51105,23423.0
51107,413538.0
51109,37591.0
51111,12196.0
51113,13261.0
51115,8834.0
51117,30587.0
51119,10582.0
51121,98535.0
51125,14930.0
51127,23091.0
5113,19964.0
51131,11710.0
51133,12095.0
51135,15232.0
51137,37051.0
51139,23902.0
51141,17608.0
51143,60354.0
51145,29652.0
51147,22802.0
51149,38353.0
5115,64072.0
51153,470335.0
51155,34027.0
51157,7370.0
51159,9023.0
51161,94186.0
51163,22573.0
51165,81948.0
51167,26586.0
51169,21566.0
5117,8062.0
51171,43616.0
51173,30104.0
51175,17631.0
51177,136215.0
51179,152882.0
51181,6422.0
51183,11159.0
51185,40595.0
51187,40164.0
5119,391911.0
51191,53740.0
51193,18015.0
51195,37383.0
51197,28684.0
51199,68280.0
5121,17958.0
5123,24994.0
5125,122437.0
5127,10281.0
5129,7881.0
5131,127827.0
5133,17007.0
5141,16545.0
5143,239187.0
5145,78753.0
5147,6320.0
5149,21341.0
51510,159428.0
51520,16762.0
51530,6478.0
51540,47266.0
51550,244835.0
51570,17370.0
51580,5538.0
51590,40044.0
51595,5346.0
51600,24019.0
51610,14617.0
51620,7967.0
51630,29036.0
51640,6347.0
51650,134510.0
51660,53016.0
51670,22529.0
51678,7446.0
51680,82168.0
51683,41085.0
51685,17478.0
51690,12554.0
51700,179225.0
51710,242742.0
51720,3981.0
51730,31346.0
51735,12271.0
51740,94398.0
51750,18249.0
51760,230436.0
51770,99143.0
51775,25301.0
51790,24932.0
51800,92108.0
51810,449974.0
51820,22630.0
51830,14954.0
51840,28078.0
53001,19983.0
53003,22582.0
53005,204390.0
53007,77200.0
53009,77331.0
53011,488241.0
53013,3985.0
53015,110593.0
53017,43429.0
53019,7627.0
53021,95222.0
53023,2225.0
53025,97733.0
53027,75061.0
53029,85141.0
53031,32221.0
53033,2252782.0
53035,271473.0
53037,47935.0
53039,22425.0
53041,80707.0
53043,10939.0
53045,66768.0
53047,42243.0
53049,22471.0
53051,13724.0
53053,904980.0
53055,17582.0
53057,129205.0
53059,12083.0
53061,822083.0
53063,522798.0
53065,45723.0
53067,290536.0
53069,4488.0
53071,60760.0
53073,229247.0
53075,50104.0
53077,250873.0
54001,16441.0
54003,119171.0
54005,21457.0
54007,13957.0
54009,21939.0
54011,91945.0
54013,7109.0
54015,8508.0
54017,8448.0
54019,42406.0
54021,7823.0
54023,11568.0
54025,34662.0
54027,23175.0
54029,28810.0
54031,13776.0
54033,67256.0
54035,28576.0
54037,57146.0
54039,178124.0
54041,15907.0
54043,20409.0
54045,32019.0
54047,17624.0
54049,56072.0
54051,30531.0
54053,26516.0
54055,58758.0
54057,26868.0
54059,23424.0
54061,105612.0
54063,13275.0
54065,17884.0
54067,24496.0
54069,41411.0
54071,6969.0
54073,7460.0
54075,8247.0
54077,33432.0
54079,56450.0
54081,73361.0
54083,28695.0
54085,9554.0
54087,13688.0
54089,12573.0
54091,16695.0
54093,6839.0
54095,8591.0
54097,24176.0
54099,39402.0
54101,8114.0
54103,15065.0
54105,5821.0
54107,83518.0
54109,20394.0
55001,20220.0
55003,15562.0
55005,45244.0
55007,15036.0
55009,264542.0
55011,13031.0
55013,15414.0
55015,50089.0
55017,64658.0
55019,34774.0
55021,57532.0
55023,16131.0
55025,546695.0
55027,87839.0
55029,27668.0
55031,43150.0
55033,45368.0
55035,104646.0
55037,4295.0
55039,103403.0
55041,9004.0
55043,51439.0
55045,36960.0
55047,18913.0
55049,23678.0
55051,5687.0
55053,20643.0
55055,84769.0
55057,26687.0
55059,169561.0
55061,20434.0
55063,118016.0
55065,16665.0
55067,19189.0
55069,27593.0
55071,78981.0
55073,135692.0
55075,40350.0
55077,15574.0
55078,4556.0
55079,945726.0
55081,46253.0
55083,37930.0
55085,35595.0
55087,187885.0
55089,89221.0
55091,7287.0
55093,42754.0
55095,43783.0
55097,70772.0
55099,13351.0
55101,196311.0
55103,17252.0
55105,163354.0
55107,14178.0
55109,90687.0
55111,64442.0
55113,16558.0
55115,40899.0
55117,115340.0
55119,20343.0
55121,29649.0
55123,30822.0
55125,22195.0
55127,103868.0
55129,15720.0
55131,136034.0
55133,404198.0
55135,50990.0
55137,24443.0
55139,171907.0
55141,72999.0
56001,38880.0
56003,11790.0
56005,46341.0
56007,14800.0
56009,13822.0
56011,7584.0
56013,39261.0
56015,13211.0
56017,4413.0
56019,8445.0
56021,99500.0
56023,19830.0
56025,79858.0
56027,2356.0
56029,29194.0
56031,8393.0
56033,30485.0
56035,9831.0
56037,42343.0
56039,23464.0
56041,20226.0
56043,7805.0
56045,6927.0
6001,1671329.0
6003,1129.0
6005,39752.0
6009,45905.0
6011,21547.0
6013,1153526.0
6015,27812.0
6017,192843.0
6019,999101.0
6021,28393.0
6023,135558.0
6027,18039.0
6029,900202.0
6031,152940.0
6033,64386.0
6035,30573.0
6037,10039107.0
6039,157327.0
6041,258826.0
6043,17203.0
6047,277680.0
6051,14444.0
6053,434061.0
6055,137744.0
6057,99755.0
6059,3175692.0
6061,398329.0
6063,18807.0
6069,62808.0
6071,2180085.0
6073,3338330.0
6077,762148.0
6079,283111.0
6081,766573.0
6083,446499.0
6087,273213.0
6089,180080.0
6093,43539.0
6099,550660.0
6101,96971.0
6103,65084.0
6111,846006.0
6113,220500.0
6115,78668.0
66010,168489.0
72001,17363.0
72003,36694.0
72005,50265.0
72007,24814.0
72009,22108.0
72011,26161.0
72013,81966.0
72015,17238.0
72017,23727.0
72019,27725.0
72021,169269.0
72023,47515.0
72025,124606.0
72027,30504.0
72029,44674.0
72031,146984.0
72033,23121.0
72035,42409.0
72037,10904.0
72039,15808.0
72041,38307.0
72043,38336.0
72045,18648.0
72047,32293.0
72049,1714.0
72051,36141.0
72053,29454.0
72054,11317.0
72055,15383.0
72057,39465.0
72059,17623.0
72061,83728.0
72063,47093.0
72065,39218.0
72067,15518.0
72069,50653.0
72071,40423.0
72073,13891.0
72075,44679.0
72077,38155.0
72079,22010.0
72081,24276.0
72083,7927.0
72085,37007.0
72087,24553.0
72089,17665.0
72091,37287.0
72093,5430.0
72095,10321.0
72097,71530.0
72099,34891.0
72101,30335.0
72103,25761.0
72105,27349.0
72107,20220.0
72109,16211.0
72111,19249.0
72113,131881.0
72115,22918.0
72117,13656.0
72119,48025.0
72121,21712.0
72123,27128.0
72125,30227.0
72127,318441.0
72129,35989.0
72131,35528.0
72133,21209.0
72135,72025.0
72137,74271.0
72139,63674.0
72141,27395.0
72143,36061.0
72145,50023.0
72147,8386.0
72149,21372.0
72151,32282.0
72153,33575.0
78010,
78020,
78030,
8001,517421.0
8003,16233.0
8005,656590.0
8007,14029.0
8009,3581.0
8011,5577.0
8013,326196.0
8014,70465.0
8015,20356.0
8017,1831.0
8021,8205.0
8023,3887.0
8025,6061.0
8027,5068.0
8029,31162.0
8031,727211.0
8033,2055.0
8035,351154.0
8037,55127.0
8039,26729.0
8041,720403.0
8043,47839.0
8045,60061.0
8047,6243.0
8049,15734.0
8051,17462.0
8053,820.0
8055,6897.0
8057,1392.0
8059,582881.0
8063,7097.0
8069,356899.0
8071,14506.0
8073,5701.0
8075,22409.0
8077,154210.0
8079,769.0
8081,13283.0
8083,26183.0
8085,42758.0
8087,29068.0
8089,18278.0
8091,4952.0
8093,18845.0
8095,4265.0
8097,17767.0
8099,12172.0
8101,168424.0
8103,6324.0
8105,11267.0
8107,25638.0
8109,6824.0
8111,728.0
8113,8179.0
8115,2248.0
8117,31011.0
8119,25388.0
8121,4908.0
8123,324492.0
8125,10019.0
9001,943332.0
9007,162436.0
9011,265206.0
9013,150721.0
UNK,
